Question,Response
attractions in Thailand,"Thailand attractions: Bangkok (temples, markets), Chiang Mai (temples, mountains), Phuket (beaches), Ayutthaya (ancient ruins), Krabi (limestone cliffs, beaches), Pai (mountain town), islands (Phi Phi, Koh Samui), floating markets, elephant sanctuaries. Thailand offers temples, beaches, and culture!"
food in Thailand,"Thailand dining: Street food (excellent), pad thai, tom yum, green curry, mango sticky rice, som tam, fresh fruit, Thai iced tea. Try: Street vendors, local restaurants, markets. Thai food is flavorful and diverse!"
best restaurants in london,"London restaurants: Fine dining - The Ledbury, Dishoom, The Wolseley. Pubs - The Churchill Arms, The George Inn. Markets - Borough Market, Camden Market. Afternoon tea - The Ritz, Fortnum & Mason."
where to eat in london,"London dining: Fine dining - The Ledbury, Dishoom, The Wolseley. Pubs - The Churchill Arms, The George Inn. Markets - Borough Market, Camden Market. Afternoon tea - The Ritz, Fortnum & Mason."
food in london,"London food: Fine dining - The Ledbury, Dishoom, The Wolseley. Pubs - The Churchill Arms, The George Inn. Markets - Borough Market, Camden Market. Afternoon tea - The Ritz, Fortnum & Mason."
attractions in london,"London attractions: Big Ben, Tower of London, British Museum, Buckingham Palace, Westminster Abbey, Tower Bridge, London Eye, Hyde Park, Covent Garden, Camden Market, Notting Hill."
things to do in london,"London activities: Big Ben, Tower of London, British Museum, Buckingham Palace, Westminster Abbey, Tower Bridge, London Eye, Hyde Park, Covent Garden, Camden Market, Notting Hill."
what to see in london,"London sights: Big Ben, Tower of London, British Museum, Buckingham Palace, Westminster Abbey, Tower Bridge, London Eye, Hyde Park, Covent Garden, Camden Market, Notting Hill."
where to stay in london,"London accommodation: Luxury - The Savoy, The Ritz, Claridge's. Mid-range - hotels in Covent Garden, South Kensington. Budget - hostels in King's Cross, Camden."
hotels in london,"London hotels: Luxury - The Savoy, The Ritz, Claridge's. Mid-range - hotels in Covent Garden, South Kensington. Budget - hostels in King's Cross, Camden."
how to get around london,"London transportation: Underground (Tube, 11 lines), buses, Overground, DLR, taxis, Uber, Oyster card for all public transport."
london public transport,"London public transport: Underground (Tube, 11 lines), buses, Overground, DLR, taxis, Uber, Oyster card for all public transport."
best time to visit london,"London best time: Spring (Mar-May) - mild, 8-15°C. Summer (Jun-Aug) - warm, 15-22°C. Fall (Sep-Nov) - cool, 8-15°C. Winter (Dec-Feb) - cold, 3-8°C. Summer is most popular!"
london weather,"London weather: Spring (Mar-May) - mild, 8-15°C. Summer (Jun-Aug) - warm, 15-22°C. Fall (Sep-Nov) - cool, 8-15°C. Winter (Dec-Feb) - cold, 3-8°C. Summer is most popular!"
shopping in london,"London shopping: Oxford Street, Harrods (luxury), Covent Garden, Portobello Road Market, Camden Market."
london visa requirements,"London visa: UK visa required for many nationalities. US, EU, Canada, Australia citizens visa-free (6 months)."
london currency,London currency: British Pound (GBP). 1 USD ≈ 0.79 GBP. Credit cards widely accepted. Tipping 10-12% in restaurants.
best restaurants in rome,"Rome restaurants: Fine dining - La Pergola, Roscioli, Trattoria Da Enzo. Pizzerias - Pizzarium, La Gatta Mangiona. Gelato - Giolitti, Gelateria del Teatro. Traditional - carbonara, cacio e pepe."
where to eat in rome,"Rome dining: Fine dining - La Pergola, Roscioli, Trattoria Da Enzo. Pizzerias - Pizzarium, La Gatta Mangiona. Gelato - Giolitti, Gelateria del Teatro. Traditional - carbonara, cacio e pepe."
food in rome,"Rome food: Fine dining - La Pergola, Roscioli, Trattoria Da Enzo. Pizzerias - Pizzarium, La Gatta Mangiona. Gelato - Giolitti, Gelateria del Teatro. Traditional - carbonara, cacio e pepe."
attractions in rome,"Rome attractions: Colosseum, Roman Forum, Pantheon, Trevi Fountain, Vatican City, Spanish Steps, Piazza Navona, Trastevere, Borghese Gallery, Appian Way."
things to do in rome,"Rome activities: Colosseum, Roman Forum, Pantheon, Trevi Fountain, Vatican City, Spanish Steps, Piazza Navona, Trastevere, Borghese Gallery, Appian Way."
what to see in rome,"Rome sights: Colosseum, Roman Forum, Pantheon, Trevi Fountain, Vatican City, Spanish Steps, Piazza Navona, Trastevere, Borghese Gallery, Appian Way."
where to stay in rome,"Rome accommodation: Luxury - Hotel de Russie, The First Roma Dolce, Hassler Roma. Mid-range - hotels near Termini, Trastevere. Budget - hostels near Termini."
hotels in rome,"Rome hotels: Luxury - Hotel de Russie, The First Roma Dolce, Hassler Roma. Mid-range - hotels near Termini, Trastevere. Budget - hostels near Termini."
how to get around rome,"Rome transportation: Metro (3 lines), buses, trams, taxis, walking (best way). Rome Metro doesn't cover all areas."
rome public transport,"Rome public transport: Metro (3 lines), buses, trams, taxis, walking (best way). Rome Metro doesn't cover all areas."
best time to visit rome,"Rome best time: Spring (Mar-May) - mild, 12-20°C, perfect. Summer (Jun-Aug) - hot, 22-30°C. Fall (Sep-Nov) - mild, 15-22°C. Winter (Dec-Feb) - cool, 8-15°C. Spring and fall are best!"
rome weather,"Rome weather: Spring (Mar-May) - mild, 12-20°C, perfect. Summer (Jun-Aug) - hot, 22-30°C. Fall (Sep-Nov) - mild, 15-22°C. Winter (Dec-Feb) - cool, 8-15°C. Spring and fall are best!"
shopping in rome,"Rome shopping: Via del Corso, Via Condotti (luxury), Campo de' Fiori Market, Porta Portese Market, Spanish Steps area."
rome visa requirements,"Rome visa: Schengen visa for many nationalities. US, UK, EU, Canada, Australia citizens visa-free (90 days)."
rome currency,Rome currency: Euro (EUR). 1 USD ≈ 0.92 EUR. Credit cards widely accepted. Cash preferred in small shops. Tipping 10% in restaurants.
best restaurants in barcelona,"Barcelona restaurants: Fine dining - Tickets, Can Culleretes, Cal Pep. Tapas - Quimet & Quimet, La Boqueria Market. Seafood - Botafumeiro, Can Majó. Paella - 7 Portes, Can Solé."
where to eat in barcelona,"Barcelona dining: Fine dining - Tickets, Can Culleretes, Cal Pep. Tapas - Quimet & Quimet, La Boqueria Market. Seafood - Botafumeiro, Can Majó. Paella - 7 Portes, Can Solé."
food in barcelona,"Barcelona food: Fine dining - Tickets, Can Culleretes, Cal Pep. Tapas - Quimet & Quimet, La Boqueria Market. Seafood - Botafumeiro, Can Majó. Paella - 7 Portes, Can Solé."
attractions in barcelona,"Barcelona attractions: Sagrada Família, Park Güell, La Rambla, Gothic Quarter, Casa Batlló, Casa Milà, Camp Nou, Barceloneta Beach, Montjuïc Hill, Picasso Museum."
things to do in barcelona,"Barcelona activities: Sagrada Família, Park Güell, La Rambla, Gothic Quarter, Casa Batlló, Casa Milà, Camp Nou, Barceloneta Beach, Montjuïc Hill, Picasso Museum."
what to see in barcelona,"Barcelona sights: Sagrada Família, Park Güell, La Rambla, Gothic Quarter, Casa Batlló, Casa Milà, Camp Nou, Barceloneta Beach, Montjuïc Hill, Picasso Museum."
where to stay in barcelona,"Barcelona accommodation: Luxury - Hotel Arts Barcelona, Mandarin Oriental, W Barcelona. Mid-range - hotels in Eixample, Gothic Quarter. Budget - hostels in Gothic Quarter, Gràcia."
hotels in barcelona,"Barcelona hotels: Luxury - Hotel Arts Barcelona, Mandarin Oriental, W Barcelona. Mid-range - hotels in Eixample, Gothic Quarter. Budget - hostels in Gothic Quarter, Gràcia."
how to get around barcelona,"Barcelona transportation: Metro (12 lines), buses, trams, taxis, bikes (Bicing), walking. Barcelona Metro is efficient. T-10 ticket for multiple journeys."
barcelona public transport,"Barcelona public transport: Metro (12 lines), buses, trams, taxis, bikes (Bicing), walking. Barcelona Metro is efficient. T-10 ticket for multiple journeys."
best time to visit barcelona,"Barcelona best time: Spring (Mar-May) - mild, 12-20°C, perfect. Summer (Jun-Aug) - warm, 22-28°C, beach weather. Fall (Sep-Nov) - mild, 15-22°C. Winter (Dec-Feb) - cool, 8-15°C. Spring and fall are best!"
barcelona weather,"Barcelona weather: Spring (Mar-May) - mild, 12-20°C, perfect. Summer (Jun-Aug) - warm, 22-28°C, beach weather. Fall (Sep-Nov) - mild, 15-22°C. Winter (Dec-Feb) - cool, 8-15°C. Spring and fall are best!"
shopping in barcelona,"Barcelona shopping: Passeig de Gràcia (luxury), La Rambla (souvenirs), El Born (boutiques), La Boqueria Market, Maremagnum (mall)."
barcelona visa requirements,"Barcelona visa: Schengen visa for many nationalities. US, UK, EU, Canada, Australia citizens visa-free (90 days)."
barcelona currency,Barcelona currency: Euro (EUR). 1 USD ≈ 0.92 EUR. Credit cards widely accepted. Cash still common. Tipping 5-10% in restaurants.
best restaurants in berlin,"Berlin restaurants: Fine dining - Tim Raue, Facil, Lokal. Traditional - Zur Letzten Instanz, Zur Haxe. Street food - Currywurst, Döner kebab. Beer halls - Hofbräuhaus, Prater Garten."
where to eat in berlin,"Berlin dining: Fine dining - Tim Raue, Facil, Lokal. Traditional - Zur Letzten Instanz, Zur Haxe. Street food - Currywurst, Döner kebab. Beer halls - Hofbräuhaus, Prater Garten."
food in berlin,"Berlin food: Fine dining - Tim Raue, Facil, Lokal. Traditional - Zur Letzten Instanz, Zur Haxe. Street food - Currywurst, Döner kebab. Beer halls - Hofbräuhaus, Prater Garten."
attractions in berlin,"Berlin attractions: Brandenburg Gate, Reichstag Building, Berlin Wall (East Side Gallery), Checkpoint Charlie, Museum Island, Holocaust Memorial, Berlin Cathedral, Charlottenburg Palace, Tiergarten Park, Potsdamer Platz."
things to do in berlin,"Berlin activities: Brandenburg Gate, Reichstag Building, Berlin Wall (East Side Gallery), Checkpoint Charlie, Museum Island, Holocaust Memorial, Berlin Cathedral, Charlottenburg Palace, Tiergarten Park, Potsdamer Platz."
what to see in berlin,"Berlin sights: Brandenburg Gate, Reichstag Building, Berlin Wall (East Side Gallery), Checkpoint Charlie, Museum Island, Holocaust Memorial, Berlin Cathedral, Charlottenburg Palace, Tiergarten Park, Potsdamer Platz."
where to stay in berlin,"Berlin accommodation: Luxury - Hotel Adlon Kempinski, Ritz-Carlton, Waldorf Astoria. Mid-range - hotels in Mitte, Prenzlauer Berg. Budget - hostels in Mitte, Kreuzberg."
hotels in berlin,"Berlin hotels: Luxury - Hotel Adlon Kempinski, Ritz-Carlton, Waldorf Astoria. Mid-range - hotels in Mitte, Prenzlauer Berg. Budget - hostels in Mitte, Kreuzberg."
how to get around berlin,"Berlin transportation: U-Bahn (underground), S-Bahn (overground), buses, trams, taxis, bikes. Berlin transport is efficient and extensive. Berlin WelcomeCard for public transport."
berlin public transport,"Berlin public transport: U-Bahn (underground), S-Bahn (overground), buses, trams, taxis, bikes. Berlin transport is efficient and extensive. Berlin WelcomeCard for public transport."
best time to visit berlin,"Berlin best time: Spring (Mar-May) - mild, 8-18°C. Summer (Jun-Aug) - warm, 18-25°C. Fall (Sep-Nov) - cool, 8-15°C. Winter (Dec-Feb) - cold, -1 to 5°C. Summer is most popular!"
berlin weather,"Berlin weather: Spring (Mar-May) - mild, 8-18°C. Summer (Jun-Aug) - warm, 18-25°C. Fall (Sep-Nov) - cool, 8-15°C. Winter (Dec-Feb) - cold, -1 to 5°C. Summer is most popular!"
shopping in berlin,"Berlin shopping: Kurfürstendamm, KaDeWe (department store), Hackescher Markt, Mauerpark Flea Market, Alexanderplatz area."
berlin visa requirements,"Berlin visa: Schengen visa for many nationalities. US, UK, EU, Canada, Australia citizens visa-free (90 days)."
berlin currency,Berlin currency: Euro (EUR). 1 USD ≈ 0.92 EUR. Credit cards widely accepted. Cash still preferred in many places. Tipping 10% in restaurants.
best restaurants in prague,"Prague restaurants: Traditional - U Modré Kachničky, Lokál, Café Louvre. Beer - U Fleků, Pilsner Urquell. Street food - trdelník, klobása. Fine dining - La Degustation Bohême Bourgeoise."
where to eat in prague,"Prague dining: Traditional - U Modré Kachničky, Lokál, Café Louvre. Beer - U Fleků, Pilsner Urquell. Street food - trdelník, klobása. Fine dining - La Degustation Bohême Bourgeoise."
food in prague,"Prague food: Traditional - U Modré Kachničky, Lokál, Café Louvre. Beer - U Fleků, Pilsner Urquell. Street food - trdelník, klobása. Fine dining - La Degustation Bohême Bourgeoise."
attractions in prague,"Prague attractions: Prague Castle, Charles Bridge, Old Town Square, St. Vitus Cathedral, Jewish Quarter, Wenceslas Square, Petřín Hill, Dancing House, Vyšehrad Fortress."
things to do in prague,"Prague activities: Prague Castle, Charles Bridge, Old Town Square, St. Vitus Cathedral, Jewish Quarter, Wenceslas Square, Petřín Hill, Dancing House, Vyšehrad Fortress."
what to see in prague,"Prague sights: Prague Castle, Charles Bridge, Old Town Square, St. Vitus Cathedral, Jewish Quarter, Wenceslas Square, Petřín Hill, Dancing House, Vyšehrad Fortress."
